"","X","pob","indiv","fruto","tiempo","sv","masa","l_cipsela","a_cisela","l_papus","altura_sitio","capitulos","altura_planta","prob_germ","germ","area_p","vol_c","pl_m","pl_v"
"148",150,"cm",4,3,2.7487,0.800378360679594,0.75,3.864,0.763,6.245,1170,90,60,0.0423549259584868,0,122.522192029818,0.883376983263547,0.00612134004113697,0.00720993453209325
"149",151,"cm",4,3,2.68276,0.820050992261701,0.75,3.864,0.763,6.245,1170,90,60,0.0423549259584868,0,122.522192029818,0.883376983263547,0.00612134004113697,0.00720993453209325
"150",152,"cm",4,3,2.807032,0.783745963708287,0.75,3.864,0.763,6.245,1170,90,60,0.0423549259584868,0,122.522192029818,0.883376983263547,0.00612134004113697,0.00720993453209325
"151",153,"ca",4,1,4.42412,0.497274034158205,0.78,3.624,0.884,6.752,1350,572,66,0.0484543525139931,0,143.223650847202,1.11212244220276,0.00544602791079624,0.00776493571853732
"152",154,"ca",4,1,4.407748,0.499121093129644,0.78,3.624,0.884,6.752,1350,572,66,0.0484543525139931,0,143.223650847202,1.11212244220276,0.00544602791079624,0.00776493571853732
"153",155,"ca",4,1,4.470152,0.49215328695758,0.78,3.624,0.884,6.752,1350,572,66,0.0484543525139931,0,143.223650847202,1.11212244220276,0.00544602791079624,0.00776493571853732
"154",156,"ca",4,2,3.16806,0.694431292336635,1.82,3.628,0.877,7.073,1350,572,66,0.870794734881427,1,157.16548926512,1.09578752228451,0.0115801503784961,0.006972189170843
"155",157,"ca",4,2,3.157092,0.696843804361735,1.82,3.628,0.877,7.073,1350,572,66,0.870794734881427,1,157.16548926512,1.09578752228451,0.0115801503784961,0.006972189170843
"156",158,"ca",4,2,3.176048,0.692684745318711,1.82,3.628,0.877,7.073,1350,572,66,0.870794734881427,1,157.16548926512,1.09578752228451,0.0115801503784961,0.006972189170843
"157",159,"ca",4,3,2.982556,0.737622361491285,1.86,3.634,0.803,6.888,1350,572,66,0.890504686014999,1,149.051430883318,0.920186588489678,0.0124789140833949,0.0061736179454059
"158",160,"ca",4,3,2.966848,0.741527708868132,1.86,3.634,0.803,6.888,1350,572,66,0.890504686014999,1,149.051430883318,0.920186588489678,0.0124789140833949,0.0061736179454059
"159",161,"ca",4,3,3.112604,0.706803692342489,1.86,3.634,0.803,6.888,1350,572,66,0.890504686014999,1,149.051430883318,0.920186588489678,0.0124789140833949,0.0061736179454059
"160",162,"cabal",4,1,3.15736,0.696784655535004,1.02,3.68,1.164,6.825,NA,385,63,0.135867089031011,0,146.337349299621,1.95800440718997,0.00697019595395009,0.013380072938051
"161",163,"cabal",4,1,3.139668,0.700711030593044,1.02,3.68,1.164,6.825,NA,385,63,0.135867089031011,0,146.337349299621,1.95800440718997,0.00697019595395009,0.013380072938051
"162",164,"cabal",4,1,3.127348,0.703471439699068,1.02,3.68,1.164,6.825,NA,385,63,0.135867089031011,0,146.337349299621,1.95800440718997,0.00697019595395009,0.013380072938051
"163",165,"cabal",4,2,2.185468,1.00664937670101,1.93,3.533,0.948,6.555,NA,385,63,0.918694224294454,1,134.988031679263,1.24686719208852,0.0142975638357759,0.00923687216249758
"164",166,"cabal",4,2,2.176432,1.01082873253104,1.93,3.533,0.948,6.555,NA,385,63,0.918694224294454,1,134.988031679263,1.24686719208852,0.0142975638357759,0.00923687216249758
"165",167,"cabal",4,2,2.19334,1.00303646493476,1.93,3.533,0.948,6.555,NA,385,63,0.918694224294454,1,134.988031679263,1.24686719208852,0.0142975638357759,0.00923687216249758
"166",168,"cabal",4,3,2.107668,1.04380765851168,2.25,3.694,0.936,6.586,NA,385,63,0.980696141087444,1,136.267825420148,1.27089149774764,0.0165116012753758,0.00932642385558855
"167",169,"cabal",4,3,2.133992,1.03093169983768,2.25,3.694,0.936,6.586,NA,385,63,0.980696141087444,1,136.267825420148,1.27089149774764,0.0165116012753758,0.00932642385558855
"168",170,"cabal",4,3,2.132548,1.03162976870861,2.25,3.694,0.936,6.586,NA,385,63,0.980696141087444,1,136.267825420148,1.27089149774764,0.0165116012753758,0.00932642385558855
"169",171,"candonga",4,1,3.217132,0.683838897502496,2.19,4.756,0.937,8.214,NA,70,95,0.974570913835723,1,211.962615452802,1.63976236100511,0.0103320106487724,0.00773609231751642
"170",172,"candonga",4,1,3.190428,0.689562654289644,2.19,4.756,0.937,8.214,NA,70,95,0.974570913835723,1,211.962615452802,1.63976236100511,0.0103320106487724,0.00773609231751642
"171",173,"candonga",4,1,3.238352,0.679357895620983,2.19,4.756,0.937,8.214,NA,70,95,0.974570913835723,1,211.962615452802,1.63976236100511,0.0103320106487724,0.00773609231751642
"172",174,"candonga",4,2,3.243276,0.678326482235863,2.3,5.123,0.857,7.598,NA,70,95,0.984675148340336,1,181.362899821048,1.47756258535884,0.0126817557630002,0.00814699470959475
"173",175,"candonga",4,2,3.233596,0.680357100887062,2.3,5.123,0.857,7.598,NA,70,95,0.984675148340336,1,181.362899821048,1.47756258535884,0.0126817557630002,0.00814699470959475
"174",176,"candonga",4,2,3.27114,0.672548408200199,2.3,5.123,0.857,7.598,NA,70,95,0.984675148340336,1,181.362899821048,1.47756258535884,0.0126817557630002,0.00814699470959475
"175",177,"candonga",4,3,3.119916,0.70514718986024,2.42,4.461,0.882,8.005,NA,70,95,0.991220730120309,1,201.31333578185,1.36279107036447,0.0120210615486616,0.00676950220447012
"176",178,"candonga",4,3,3.00252,0.732717850339049,2.42,4.461,0.882,8.005,NA,70,95,0.991220730120309,1,201.31333578185,1.36279107036447,0.0120210615486616,0.00676950220447012
"177",179,"candonga",4,3,3.16478,0.695151005757114,2.42,4.461,0.882,8.005,NA,70,95,0.991220730120309,1,201.31333578185,1.36279107036447,0.0120210615486616,0.00676950220447012
"178",180,"cb",5,1,2.649896,0.830221261513659,1.65,3.695,1.098,7.185,960,240,84,0.752020516549723,1,162.182286007267,1.74935926174308,0.0101737374692454,0.0107863768899194
"179",181,"cb",5,1,2.68832,0.818354957743126,1.65,3.695,1.098,7.185,960,240,84,0.752020516549723,1,162.182286007267,1.74935926174308,0.0101737374692454,0.0107863768899194
"180",182,"cb",5,1,2.62744,0.837316932070761,1.65,3.695,1.098,7.185,960,240,84,0.752020516549723,1,162.182286007267,1.74935926174308,0.0101737374692454,0.0107863768899194
"181",183,"cb",5,2,2.788956,0.788825639414892,1.56,3.838,1.03,6.535,960,240,84,0.665218300711738,1,134.165562722553,1.59896628126129,0.0116274248647993,0.0119178591645597
"182",184,"cb",5,2,2.788196,0.789040655678439,1.56,3.838,1.03,6.535,960,240,84,0.665218300711738,1,134.165562722553,1.59896628126129,0.0116274248647993,0.0119178591645597
"183",185,"cb",5,2,2.7903,0.788445686843709,1.56,3.838,1.03,6.535,960,240,84,0.665218300711738,1,134.165562722553,1.59896628126129,0.0116274248647993,0.0119178591645597
"184",186,"cb",5,3,2.768524,0.794647256083025,1.77,3.653,1.011,7.055,960,240,84,0.841992100371919,1,156.366569686941,1.46626297794444,0.0113195550912429,0.00937708732039091
"185",187,"cb",5,3,2.733536,0.80481837444248,1.77,3.653,1.011,7.055,960,240,84,0.841992100371919,1,156.366569686941,1.46626297794444,0.0113195550912429,0.00937708732039091
"186",188,"cb",5,3,2.731212,0.805503197847695,1.77,3.653,1.011,7.055,960,240,84,0.841992100371919,1,156.366569686941,1.46626297794444,0.0113195550912429,0.00937708732039091
"187",189,"cm",5,1,4.167308,0.527918742747116,0.7,3.925,0.822,6.501,1170,40,55,0.03378821973547,0,132.773133460258,1.04146140880019,0.00527215093714366,0.00784391677486414
"188",190,"cm",5,1,4.180172,0.526294133351451,0.7,3.925,0.822,6.501,1170,40,55,0.03378821973547,0,132.773133460258,1.04146140880019,0.00527215093714366,0.00784391677486414
"189",191,"cm",5,1,4.10808,0.535529979941968,0.7,3.925,0.822,6.501,1170,40,55,0.03378821973547,0,132.773133460258,1.04146140880019,0.00527215093714366,0.00784391677486414
"190",192,"cm",5,2,3.968264,0.554398598480343,0.39,3.642,0.789,6.787,1170,40,55,0.00808588539996349,0,144.712341649996,0.890335793989021,0.0026950016533024,0.00615245240203772
"191",193,"cm",5,2,3.924752,0.560544972013518,0.39,3.642,0.789,6.787,1170,40,55,0.00808588539996349,0,144.712341649996,0.890335793989021,0.0026950016533024,0.00615245240203772
"192",194,"cm",5,2,3.993292,0.550923899379259,0.39,3.642,0.789,6.787,1170,40,55,0.00808588539996349,0,144.712341649996,0.890335793989021,0.0026950016533024,0.00615245240203772
"193",195,"cm",5,3,4.13902,0.53152678653401,1.03,3.658,0.865,7.013,1170,40,55,0.141477304993017,0,154.510340818012,1.07482015513793,0.00666622049079016,0.00695629916708228
"194",196,"cm",5,3,4.225604,0.52063562984132,1.03,3.658,0.865,7.013,1170,40,55,0.141477304993017,0,154.510340818012,1.07482015513793,0.00666622049079016,0.00695629916708228
"195",197,"cm",5,3,4.457164,0.493587402213605,1.03,3.658,0.865,7.013,1170,40,55,0.141477304993017,0,154.510340818012,1.07482015513793,0.00666622049079016,0.00695629916708228
"196",198,"ca",5,1,2.627764,0.837213691944939,2.38,3.708,0.858,7.468,1350,49,59,0.989425105525473,1,175.20983928158,1.07194915649898,0.0135837120207336,0.00611808766502118
"197",199,"ca",5,1,2.640888,0.833053124555074,2.38,3.708,0.858,7.468,1350,49,59,0.989425105525473,1,175.20983928158,1.07194915649898,0.0135837120207336,0.00611808766502118
"198",200,"ca",5,1,2.613612,0.841746976980516,2.38,3.708,0.858,7.468,1350,49,59,0.989425105525473,1,175.20983928158,1.07194915649898,0.0135837120207336,0.00611808766502118
"199",201,"ca",5,2,4.2799,0.514030701651908,0.86,3.668,1.081,7.634,1350,49,59,0.0690316523409028,0,183.085598435829,1.6832189063416,0.00469725640545904,0.00919361719721261
"200",202,"ca",5,2,4.288584,0.51298983533959,0.86,3.668,1.081,7.634,1350,49,59,0.0690316523409028,0,183.085598435829,1.6832189063416,0.00469725640545904,0.00919361719721261
"201",203,"ca",5,2,4.243264,0.518468801375545,0.86,3.668,1.081,7.634,1350,49,59,0.0690316523409028,0,183.085598435829,1.6832189063416,0.00469725640545904,0.00919361719721261
"202",204,"ca",5,3,3.550144,0.61969317300932,0.99,3.467,1.314,7.429,1350,49,59,0.120153594916114,0,173.384627356919,2.35073924492548,0.00570984876278589,0.0135579450194647
"203",205,"ca",5,3,3.60232,0.610717537586889,0.99,3.467,1.314,7.429,1350,49,59,0.120153594916114,0,173.384627356919,2.35073924492548,0.00570984876278589,0.0135579450194647
"204",206,"ca",5,3,3.5369,0.622013627753117,0.99,3.467,1.314,7.429,1350,49,59,0.120153594916114,0,173.384627356919,2.35073924492548,0.00570984876278589,0.0135579450194647
"205",207,"cabal",5,1,3.511212,0.626564274672108,0.52,4.544,1.002,6.968,NA,1680,92,0.0147910300999987,0,152.533823507969,1.79156946344647,0.00340907995381649,0.0117453914302022
"206",208,"cabal",5,1,3.40504,0.646101073702512,0.52,4.544,1.002,6.968,NA,1680,92,0.0147910300999987,0,152.533823507969,1.79156946344647,0.00340907995381649,0.0117453914302022
"207",209,"cabal",5,1,3.45336,0.637060717677856,0.52,4.544,1.002,6.968,NA,1680,92,0.0147910300999987,0,152.533823507969,1.79156946344647,0.00340907995381649,0.0117453914302022
"208",210,"cabal",5,2,2.302432,0.955511389695765,2.52,4.55,0.893,6.535,NA,1680,92,0.994493479867645,1,134.165562722553,1.42486657950712,0.0187827632431373,0.0106202109587068
"209",211,"cabal",5,2,2.293332,0.95930288331563,2.52,4.55,0.893,6.535,NA,1680,92,0.994493479867645,1,134.165562722553,1.42486657950712,0.0187827632431373,0.0106202109587068
"210",212,"cabal",5,2,2.30356,0.955043497890222,2.52,4.55,0.893,6.535,NA,1680,92,0.994493479867645,1,134.165562722553,1.42486657950712,0.0187827632431373,0.0106202109587068
"211",213,"cabal",5,3,2.229884,0.986598406015739,2.18,4.287,0.824,6.174,NA,1680,92,0.973380420720257,1,119.752095849108,1.14305675001849,0.0182042742930101,0.00954519202285014
"212",214,"cabal",5,3,2.213468,0.993915430446702,2.18,4.287,0.824,6.174,NA,1680,92,0.973380420720257,1,119.752095849108,1.14305675001849,0.0182042742930101,0.00954519202285014
"213",215,"cabal",5,3,2.194576,1.00247154803479,2.18,4.287,0.824,6.174,NA,1680,92,0.973380420720257,1,119.752095849108,1.14305675001849,0.0182042742930101,0.00954519202285014
"214",216,"candonga",5,1,2.16962,1.01400245204229,2.65,4.529,0.997,8.332,NA,50,110,0.997002528936736,1,218.096348914265,1.76787894297471,0.0121505931355216,0.00810595386752519
"215",217,"candonga",5,1,2.182832,1.00786501205773,2.65,4.529,0.997,8.332,NA,50,110,0.997002528936736,1,218.096348914265,1.76787894297471,0.0121505931355216,0.00810595386752519
"216",218,"candonga",5,1,2.19164,1.00381449508131,2.65,4.529,0.997,8.332,NA,50,110,0.997002528936736,1,218.096348914265,1.76787894297471,0.0121505931355216,0.00810595386752519
"217",219,"candonga",5,2,2.403752,0.915235847957693,2.82,4.529,1.05,7.908,NA,50,110,0.998649016722921,1,196.464095883883,1.96083389046741,0.0143537677320273,0.00998062206555203
"218",220,"candonga",5,2,2.394452,0.918790604280228,2.82,4.529,1.05,7.908,NA,50,110,0.998649016722921,1,196.464095883883,1.96083389046741,0.0143537677320273,0.00998062206555203
"219",221,"candonga",5,2,2.369064,0.928636794953619,2.82,4.529,1.05,7.908,NA,50,110,0.998649016722921,1,196.464095883883,1.96083389046741,0.0143537677320273,0.00998062206555203
"220",222,"candonga",5,3,2.481524,0.886551973706481,2.76,4.439,1.05,8.116,NA,50,110,0.998209943966586,1,206.934999065556,1.92186832408585,0.0133375215041591,0.00928730438429611
"221",223,"candonga",5,3,2.51766,0.873827284065362,2.76,4.439,1.05,8.116,NA,50,110,0.998209943966586,1,206.934999065556,1.92186832408585,0.0133375215041591,0.00928730438429611
"222",224,"candonga",5,3,2.495748,0.881499253931086,2.76,4.439,1.05,8.116,NA,50,110,0.998209943966586,1,206.934999065556,1.92186832408585,0.0133375215041591,0.00928730438429611
"223",225,"cb",6,1,2.277896,0.965803530977709,2.95,4.781,1.092,8.177,960,160,95,0.999265990553429,1,210.057343180957,2.23884437440476,0.0140437842130502,0.0106582533155057
"224",226,"cb",6,1,2.201404,0.999362225198101,2.95,4.781,1.092,8.177,960,160,95,0.999265990553429,1,210.057343180957,2.23884437440476,0.0140437842130502,0.0106582533155057
"225",227,"cb",6,1,2.191416,1.00391710200163,2.95,4.781,1.092,8.177,960,160,95,0.999265990553429,1,210.057343180957,2.23884437440476,0.0140437842130502,0.0106582533155057
"226",228,"cb",6,2,2.911308,0.755674081890339,1.88,4.755,1.227,7.819,960,160,95,0.899335046843961,1,192.066799221875,2.81125041419015,0.00978826120712424,0.014636836900388
"227",229,"cb",6,2,2.905112,0.757285777622343,1.88,4.755,1.227,7.819,960,160,95,0.899335046843961,1,192.066799221875,2.81125041419015,0.00978826120712424,0.014636836900388
"228",230,"cb",6,2,2.95002,0.745757655880299,1.88,4.755,1.227,7.819,960,160,95,0.899335046843961,1,192.066799221875,2.81125041419015,0.00978826120712424,0.014636836900388
"229",231,"cb",6,3,2.961048,0.742980188095566,1.91,4.539,0.999,8.691,960,160,95,0.911394745299226,1,237.295429009664,1.77889799202798,0.00804903831469173,0.00749655397683843
"230",232,"cb",6,3,2.937776,0.748865808693379,1.91,4.539,0.999,8.691,960,160,95,0.911394745299226,1,237.295429009664,1.77889799202798,0.00804903831469173,0.00749655397683843
"231",233,"cb",6,3,2.985456,0.736905852908233,1.91,4.539,0.999,8.691,960,160,95,0.911394745299226,1,237.295429009664,1.77889799202798,0.00804903831469173,0.00749655397683843
"232",234,"cm",6,1,3.894468,0.564903858498773,0.71,3.949,1.037,7.163,1170,45,57,0.0353558584113133,0,161.190623436605,1.66764855779095,0.0044047227119215,0.0103458161662041
"233",235,"cm",6,1,3.936088,0.558930593015197,0.71,3.949,1.037,7.163,1170,45,57,0.0353558584113133,0,161.190623436605,1.66764855779095,0.0044047227119215,0.0103458161662041
"234",236,"cm",6,1,3.816164,0.576495140145969,0.71,3.949,1.037,7.163,1170,45,57,0.0353558584113133,0,161.190623436605,1.66764855779095,0.0044047227119215,0.0103458161662041
"235",237,"cm",6,2,3.901188,0.563930782110475,0.88,3.247,1.036,8.006,1170,45,57,0.0753195273531105,0,201.363635821827,1.3685532021097,0.00437020317202979,0.00679642675562651
"236",238,"cm",6,2,3.918692,0.561411818024994,0.88,3.247,1.036,8.006,1170,45,57,0.0753195273531105,0,201.363635821827,1.3685532021097,0.00437020317202979,0.00679642675562651
"237",239,"cm",6,2,3.988904,0.551529944064836,0.88,3.247,1.036,8.006,1170,45,57,0.0753195273531105,0,201.363635821827,1.3685532021097,0.00437020317202979,0.00679642675562651
"238",240,"cm",6,3,2.387184,0.921587946299908,2.6,3.638,0.933,6.325,1170,45,57,0.996211940010555,1,125.681377602268,1.24361476011912,0.0206872334597411,0.00989498033714009
"239",241,"cm",6,3,2.432516,0.904413372820569,2.6,3.638,0.933,6.325,1170,45,57,0.996211940010555,1,125.681377602268,1.24361476011912,0.0206872334597411,0.00989498033714009
"240",242,"cm",6,3,2.421768,0.908427231675371,2.6,3.638,0.933,6.325,1170,45,57,0.996211940010555,1,125.681377602268,1.24361476011912,0.0206872334597411,0.00989498033714009
"241",243,"ca",6,1,3.169684,0.694075497746779,1.68,4.226,0.917,8.777,1350,84,72,0.77735950640211,1,242.014880290334,1.39549424485522,0.00694172192215859,0.00576615059033193
"242",244,"ca",6,1,3.15932,0.696352379625995,1.68,4.226,0.917,8.777,1350,84,72,0.77735950640211,1,242.014880290334,1.39549424485522,0.00694172192215859,0.00576615059033193
"243",245,"ca",6,1,3.219128,0.68341488750991,1.68,4.226,0.917,8.777,1350,84,72,0.77735950640211,1,242.014880290334,1.39549424485522,0.00694172192215859,0.00576615059033193
"244",246,"ca",6,2,2.992528,0.735164382755984,1.8,3.487,1.005,7.649,1350,84,72,0.859850955360074,1,183.805792843701,1.38306934840473,0.0097929448911908,0.00752462328312373
"245",247,"ca",6,2,3.043192,0.722925139130229,1.8,3.487,1.005,7.649,1350,84,72,0.859850955360074,1,183.805792843701,1.38306934840473,0.0097929448911908,0.00752462328312373
"246",248,"ca",6,2,3.037716,0.724228334709367,1.8,3.487,1.005,7.649,1350,84,72,0.859850955360074,1,183.805792843701,1.38306934840473,0.0097929448911908,0.00752462328312373
"247",249,"ca",6,3,3.543184,0.620910457938397,1.66,3.72,0.983,7.952,1350,84,72,0.760676733634426,1,198.656424901264,1.41159418699475,0.00835613547774785,0.00710570618441535
"248",250,"ca",6,3,3.447104,0.638216891628451,1.66,3.72,0.983,7.952,1350,84,72,0.760676733634426,1,198.656424901264,1.41159418699475,0.00835613547774785,0.00710570618441535
"249",251,"ca",6,3,3.469772,0.634047424441721,1.66,3.72,0.983,7.952,1350,84,72,0.760676733634426,1,198.656424901264,1.41159418699475,0.00835613547774785,0.00710570618441535
"250",252,"cabal",6,1,2.211852,0.994641594464729,1.83,3.93,0.83,7.09,NA,225,63,0.875988603057911,1,157.921893669917,1.06318446171225,0.0115880069411085,0.00673234367322417
"251",253,"cabal",6,1,2.139388,1.02833146675591,1.83,3.93,0.83,7.09,NA,225,63,0.875988603057911,1,157.921893669917,1.06318446171225,0.0115880069411085,0.00673234367322417
"252",254,"cabal",6,1,2.137508,1.02923591397085,1.83,3.93,0.83,7.09,NA,225,63,0.875988603057911,1,157.921893669917,1.06318446171225,0.0115880069411085,0.00673234367322417
"253",255,"cabal",6,2,2.109388,1.04295653526046,2.07,3.79,0.88,6.22,NA,225,63,0.956160713045509,1,121.543193219143,1.15256238000779,0.0170309825270739,0.00948273901221038
"254",256,"cabal",6,2,2.09622,1.04950816231121,2.07,3.79,0.88,6.22,NA,225,63,0.956160713045509,1,121.543193219143,1.15256238000779,0.0170309825270739,0.00948273901221038
"255",257,"cabal",6,2,2.104812,1.04522399150138,2.07,3.79,0.88,6.22,NA,225,63,0.956160713045509,1,121.543193219143,1.15256238000779,0.0170309825270739,0.00948273901221038
"256",258,"cabal",6,3,2.610052,0.842895084082616,1.67,3.93,0.87,6.74,NA,225,63,0.769123554594454,1,142.715014430216,1.16812936430541,0.0117016419517415,0.00818504884695648
"257",259,"cabal",6,3,2.610052,0.842895084082616,1.67,3.93,0.87,6.74,NA,225,63,0.769123554594454,1,142.715014430216,1.16812936430541,0.0117016419517415,0.00818504884695648
"258",260,"cabal",6,3,2.575492,0.854205720693367,1.67,3.93,0.87,6.74,NA,225,63,0.769123554594454,1,142.715014430216,1.16812936430541,0.0117016419517415,0.00818504884695648
"259",261,"candonga",6,1,2.417224,0.910134931640593,2.46,4.345,1.049,8.54,NA,20,105,0.99271370170748,1,229.121378774549,1.87758947826055,0.010736667233574,0.00819473716639975
"260",262,"candonga",6,1,2.37178,0.927573383703379,2.46,4.345,1.049,8.54,NA,20,105,0.99271370170748,1,229.121378774549,1.87758947826055,0.010736667233574,0.00819473716639975
"261",263,"candonga",6,1,2.378016,0.925140957840486,2.46,4.345,1.049,8.54,NA,20,105,0.99271370170748,1,229.121378774549,1.87758947826055,0.010736667233574,0.00819473716639975
"262",264,"candonga",6,2,2.40062,0.91642992227008,1.94,4.163,0.955,7.919,NA,20,105,0.922134775719325,1,197.011037740095,1.49098419488288,0.00984716400793407,0.00756802365992229
"263",265,"candonga",6,2,2.447832,0.898754489687201,1.94,4.163,0.955,7.919,NA,20,105,0.922134775719325,1,197.011037740095,1.49098419488288,0.00984716400793407,0.00756802365992229
"264",266,"candonga",6,2,2.446128,0.899380572071453,1.94,4.163,0.955,7.919,NA,20,105,0.922134775719325,1,197.011037740095,1.49098419488288,0.00984716400793407,0.00756802365992229
"265",267,"candonga",6,3,2.455276,0.896029611334938,2.32,4.252,1.202,8.434,NA,20,105,0.986030175137359,1,223.468887042134,2.4124708635553,0.0103817584215317,0.0107955559070755
"266",268,"candonga",6,3,2.432548,0.904401475325461,2.32,4.252,1.202,8.434,NA,20,105,0.986030175137359,1,223.468887042134,2.4124708635553,0.0103817584215317,0.0107955559070755
"267",269,"candonga",6,3,2.439688,0.901754650594666,2.32,4.252,1.202,8.434,NA,20,105,0.986030175137359,1,223.468887042134,2.4124708635553,0.0103817584215317,0.0107955559070755
"268",270,"cb",7,1,3.184048,0.690944357622749,0.96,4.137,0.893,7.57,960,200,87,0.106034423935253,0,180.028652854698,1.29553253613648,0.00533248449498104,0.00719625746009504
"269",271,"cb",7,1,3.17498,0.692917750662996,0.96,4.137,0.893,7.57,960,200,87,0.106034423935253,0,180.028652854698,1.29553253613648,0.00533248449498104,0.00719625746009504
"270",272,"cb",7,1,3.163276,0.695481519791507,0.96,4.137,0.893,7.57,960,200,87,0.106034423935253,0,180.028652854698,1.29553253613648,0.00533248449498104,0.00719625746009504
"271",273,"cb",7,2,2.94876,0.746076316824699,0.93,4.05,0.995,7.502,960,200,87,0.0933982655898625,0,176.808847110404,1.57456672885306,0.00525991778804645,0.00890547478017237
"272",274,"cb",7,2,2.960092,0.743220143157713,0.93,4.05,0.995,7.502,960,200,87,0.0933982655898625,0,176.808847110404,1.57456672885306,0.00525991778804645,0.00890547478017237
"273",275,"cb",7,2,3.015952,0.729454580178995,0.93,4.05,0.995,7.502,960,200,87,0.0933982655898625,0,176.808847110404,1.57456672885306,0.00525991778804645,0.00890547478017237
"274",276,"cb",7,3,3.249036,0.677123922295721,0.94,3.94,0.995,7.242,960,200,87,0.0974526259492947,0,164.765740168427,1.53180071893359,0.00570506950679864,0.00929683997029815
"275",277,"cb",7,3,3.341932,0.658301844561769,0.94,3.94,0.995,7.242,960,200,87,0.0974526259492947,0,164.765740168427,1.53180071893359,0.00570506950679864,0.00929683997029815
"276",278,"cb",7,3,3.369656,0.652885635803773,0.94,3.94,0.995,7.242,960,200,87,0.0974526259492947,0,164.765740168427,1.53180071893359,0.00570506950679864,0.00929683997029815
"277",279,"cm",7,1,2.409432,0.913078269069225,2.23,4.049,1.01,7.42,1170,600,79,0.978834836287348,1,172.964781773101,1.62199835729228,0.0128927980432766,0.00937762208389942
"278",280,"cm",7,1,2.410768,0.9125722591307,2.23,4.049,1.01,7.42,1170,600,79,0.978834836287348,1,172.964781773101,1.62199835729228,0.0128927980432766,0.00937762208389942
"279",281,"cm",7,1,2.388028,0.9212622297561,2.23,4.049,1.01,7.42,1170,600,79,0.978834836287348,1,172.964781773101,1.62199835729228,0.0128927980432766,0.00937762208389942
"280",282,"cm",7,2,3.16232,0.695691770598801,2.02,3.762,1.029,7.403,1170,600,79,0.945190206526539,1,172.17312869873,1.56426175202897,0.0117323766796072,0.00908540004965659
"281",283,"cm",7,2,3.107704,0.707918128624863,2.02,3.762,1.029,7.403,1170,600,79,0.945190206526539,1,172.17312869873,1.56426175202897,0.0117323766796072,0.00908540004965659
"282",284,"cm",7,2,3.23818,0.679393980569332,2.02,3.762,1.029,7.403,1170,600,79,0.945190206526539,1,172.17312869873,1.56426175202897,0.0117323766796072,0.00908540004965659
"283",285,"cm",7,3,2.543004,0.865118576297953,2.6,3.981,1.094,7.234,1170,600,79,0.996211940010555,1,164.4019186064,1.87105566101116,0.015814900592643,0.0113809843393052
"284",286,"cm",7,3,2.523928,0.871657194658485,2.6,3.981,1.094,7.234,1170,600,79,0.996211940010555,1,164.4019186064,1.87105566101116,0.015814900592643,0.0113809843393052
"285",287,"cm",7,3,2.54744,0.863612096850171,2.6,3.981,1.094,7.234,1170,600,79,0.996211940010555,1,164.4019186064,1.87105566101116,0.015814900592643,0.0113809843393052
"286",288,"ca",7,1,2.889232,0.761448024942268,1.92,3.619,1.024,8.225,1350,1334,69,0.915115642852754,1,212.530706510758,1.49021311806229,0.00903398869519503,0.00701175440729483
"287",289,"ca",7,1,2.88308,0.763072824895598,1.92,3.619,1.024,8.225,1350,1334,69,0.915115642852754,1,212.530706510758,1.49021311806229,0.00903398869519503,0.00701175440729483
"288",290,"ca",7,1,2.903844,0.757616455980418,1.92,3.619,1.024,8.225,1350,1334,69,0.915115642852754,1,212.530706510758,1.49021311806229,0.00903398869519503,0.00701175440729483
"289",291,"ca",7,2,4.413076,0.49851849367652,0.69,3.864,1.021,7.593,1350,1334,69,0.0322877618902103,0,181.124280151045,1.58178876891458,0.00380953894985581,0.00873316800815157
"290",292,"ca",7,2,4.319816,0.509280950855314,0.69,3.864,1.021,7.593,1350,1334,69,0.0322877618902103,0,181.124280151045,1.58178876891458,0.00380953894985581,0.00873316800815157
"291",293,"ca",7,2,4.227628,0.520386372689366,0.69,3.864,1.021,7.593,1350,1334,69,0.0322877618902103,0,181.124280151045,1.58178876891458,0.00380953894985581,0.00873316800815157
"292",294,"ca",7,3,2.792472,0.787832429474673,2.19,3.621,0.971,7.447,1350,1334,69,0.974570913835723,1,174.225845338586,1.34068537028911,0.0125698916584047,0.00769510038928873
"293",295,"ca",7,3,2.823756,0.779104143559146,2.19,3.621,0.971,7.447,1350,1334,69,0.974570913835723,1,174.225845338586,1.34068537028911,0.0125698916584047,0.00769510038928873
"294",296,"ca",7,3,2.7883,0.78901122547789,2.19,3.621,0.971,7.447,1350,1334,69,0.974570913835723,1,174.225845338586,1.34068537028911,0.0125698916584047,0.00769510038928873
"295",297,"cabal",7,1,2.645784,0.831511567081818,1.36,3.62,1.03,7.19,NA,560,60,0.437115555303382,1,162.408087979243,1.50814432990252,0.00837396718920683,0.00928614054058236
"296",298,"cabal",7,1,2.640804,0.833079622720959,1.36,3.62,1.03,7.19,NA,560,60,0.437115555303382,1,162.408087979243,1.50814432990252,0.00837396718920683,0.00928614054058236
"297",299,"cabal",7,1,2.633068,0.83552722527485,1.36,3.62,1.03,7.19,NA,560,60,0.437115555303382,1,162.408087979243,1.50814432990252,0.00837396718920683,0.00928614054058236
